id,address,nearbySchoolNum,houseType,soldPrice,lastSoldPrice,rentPrice,bedroom,bathroom,carspace,soldTimeYear,soldTimeMonth,lastSoldTimeYear,lastSoldTimeMonth,rentTimeYear,rentTimeMonth,landSize,buildingSize,buildYear,distanceToCBD,distanceToStation
11312,"43 Cotoneaster Ramble, Stirling",0,House,830000,760000,750,4,2,2,2014,9,2010,3,2014,7,434,179,,8,1
11314,"6/72 Grindleford Drive, Balcatta",3,Villa,465000,407500,,3,1,1,2014,7,2010,3,,,3074,90,1995,8,2
11315,"81 Hamilton Street, Stirling",0,House,1095000,,750,4,2,4,2010,3,,,2015,5,1260,218,1988,7,1
11316,"6 Langworth Road, Balcatta",3,House,423500,,,3,1,1,2010,1,,,,,882,,,9,2
11317,"1/4 Townshend Avenue, Balcatta",3,Villa,395000,,380,3,1,1,2009,12,,,2010,11,769,98,,7,2
11318,"48 Carpentaria Drive, Stirling",0,House,955000,,,4,2,2,2009,12,,,,,434,,,8,2
11319,"21C Ronald Street, Balcatta",3,House,517000,,440,3,2,2,2009,11,,,2015,12,869,,,8,2
11322,"106 Cedric Street, Stirling",0,Duplex,407000,,,3,1,1,2009,9,,,,,980,,,9,1
11326,"2/69 Hutton Street, Stirling",0,Villa,355000,,370,3,1,1,2009,9,,,2015,10,4986,77,1990,6,1
11327,"13B Wilcock Avenue, Balcatta",3,Villa,485000,,480,3,2,2,2009,9,,,2015,8,1010,,2006,8,2
11328,"61 Coralvine Grange, Stirling",0,House,1060000,,,3,2,2,2009,8,,,,,527,,,8,1
11329,"4 Blancoa Avenue, Stirling",0,House,1210000,,,4,3,2,2009,8,,,,,416,,,8,1
1133,"9/10 KWONG ALLEY, North Fremantle",1,Unit,675000,637500,490,2,2,2,2014,11,2010,9,2017,4,204,,,13,1
11332,"28a Sylvia Street, Balcatta",3,House,515000,,320,3,1,1,2009,8,,,2008,3,676,,,8,3
11333,"79a Campion Avenue, Balcatta",3,Villa,520000,435000,,3,2,2,2014,9,2009,7,,,1518,162,,8,2
11334,"38A Castleton Street, Balcatta",3,Duplex,407000,,,3,1,1,2009,7,,,,,910,101,,8,2
11336,"12 Woodhall Street, Stirling",0,Duplex,560000,515000,,3,1,1,2014,5,2009,7,,,926,,,9,2
11337,"29 Seaforth Road, Balcatta",3,House,393000,365000,,3,2,2,2009,7,2005,8,,,287,117,1962,7,2
11338,"3/9 Collier Avenue, Balcatta",3,Unit,360000,,300,2,1,1,2009,7,,,2016,11,1014,77,,8,2
1134,"40 BURNS STREET, North Fremantle",1,House,850000,262500,680,3,2,2,2010,7,1996,8,2015,12,208,158,1997,13,1
11342,"5 Fortune Street, Balcatta",3,Villa,410000,,,3,1,2,2009,6,,,,,1417,109,,8,2
11343,"29B Wilcock Avenue, Balcatta",3,Duplex,373000,,,3,1,1,2009,5,,,,,502,109,,8,3
11344,"4/52 Campion Avenue, Balcatta",3,Villa,316000,,,2,1,1,2009,5,,,,,1013,76,,8,2
11345,"2/74 Campion Avenue, Balcatta",3,Unit,350000,,,3,1,1,2009,5,,,,,1014,,,8,3
11346,"35A Manoff Road, Balcatta",3,House,388000,,395,3,1,1,2009,5,,,2016,6,729,125,,7,3
11349,"b, 14 Archibald Street, Balcatta",3,Villa,495000,,,3,2,1,2008,12,,,,,250,160,,7,2
1135,"3/10 Kwong Alley, North Fremantle",1,Apartment,650000,,700,3,2,2,2010,6,,,2011,2,612,,,13,1
11350,"8 Saxby Court, Balcatta",3,House,565000,560000,,4,1,1,2013,1,2008,8,,,536,153,,8,2
11352,"4/740 Karrinyup Road, Balcatta",3,Villa,380000,,,3,1,,2008,4,,,,,1031,,,7,1
11354,"2/740 Karrinyup Road, Balcatta",3,Villa,397000,,,3,2,,2008,4,,,,,1031,,,7,1
11355,"2/9 JEDDA Road, Balcatta",3,Villa,368000,,,3,1,1,2008,2,,,,,205,85,,8,2
11366,"8b Alder Way, Duncraig",3,Duplex,405000,,,3,1,1,2009,12,,,,,981,,,14,1
1137,"16 Feeney Street, North Fremantle",1,Townhouse,1150000,995000,980,4,3,2,2016,2,2011,7,2014,11,230,197,2000,13,1
11378,"4A Twyford Court, Duncraig",3,House,485000,,,3,2,1,2009,6,,,,,1099,135,1987,16,0.59
1138,"16 Tydeman Road, North Fremantle",1,House,860000,,,3,2,3,2010,5,,,,,571,173,,13,0.77
1139,"5A Turton Street, North Fremantle",1,House,900000,,600,3,2,2,2013,1,,,2015,3,385,147,,13,0.64
11390,"21 Turner Close, Duncraig",3,House,1050000,990000,,4,2,2,2011,12,2008,6,,,702,290,1987,14,2
11396,"3 Ludwig Place, Duncraig",3,House,570000,,550,4,2,1,2007,9,,,2017,4,680,134,1977,16,0.99
11398,"11 Hartley Court, Greenwood",3,House,570000,525000,,4,2,1,2016,10,2010,3,,,836,186,1975,14,2
11399,"5 Arran Court, Warwick",2,House,690000,630000,,4,2,2,2013,7,2010,2,,,994,,,13,0.40
1140,"33/21 Harvest Road, North Fremantle",1,Apartment,275000,,260,1,1,1,2010,5,,,2016,12,3829,,,13,0.62
11405,"3 Dryandra Court, Greenwood",3,House,590000,,475,3,2,1,2016,2,,,2016,11,911,174,,15,2
11406,"15 Bouvardia Way, Greenwood",3,House,620000,516000,560,4,2,1,2014,5,2009,12,2013,9,833,160,,15,2
1141,"6/100 Stirling Highway, North Fremantle",1,Townhouse,760000,665000,595,3,1,2,2016,5,2010,5,2015,1,2513,105,1996,13,0.11
11413,"18 Felgate Place, Warwick",2,House,460000,,,3,2,2,2009,8,,,,,777,151,,13,0.42
11419,"57 Blackthorn Road, Greenwood",3,House,475500,375000,,4,2,1,2011,11,2009,5,,,397,119,1976,15,2
1142,"77C Thompson Road, North Fremantle",1,House,946500,,750,3,2,1,2010,3,,,2016,2,670,192,2000,13,0.27
11421,"1A Spring Close, Greenwood",3,Duplex,140000,,,3,1,1,2013,12,,,,,480,93,,13,2
1143,"18 Pensioner Guard Road, North Fremantle",1,House,1070000,,850,3,3,,2010,2,,,2016,6,221,184,2005,13,0.98
11438,"47 Harcourt Drive, Hillarys",2,House,565000,,480,3,1,2,2010,3,,,2014,4,475,,1975,17,2
1144,"1 Pearse Street, North Fremantle",1,Unit,665000,,495,2,1,2,2010,2,,,2016,9,1240,110,,13,0.76
11445,"7 Cant Court, Hillarys",2,House,990000,,,4,3,2,2010,1,,,,,790,316,1989,18,3
11449,"17 Spinaway Road, Craigie",2,House,368000,,,4,1,2,2010,1,,,,,666,,,20,2
1145,"13a Bruce Street, North Fremantle",1,House,840000,,695,3,2,2,2014,1,,,2009,5,351,150,,13,0.99
11450,"114 Mullaloo Drive, Kallaroo",1,House,495000,,,3,1,1,2010,1,,,,,773,,1973,21,3
11451,"1 Howitt Road, Padbury",3,House,590500,,,4,2,1,2010,1,,,,,803,,1981,18,1
11453,"50A Mayflower Crescent, Craigie",2,House,370000,,320,3,1,2,2009,12,,,2009,6,1147,,,19,1
11455,"25 Harcourt Drive, Hillarys",2,House,469000,,,3,1,1,2009,12,,,,,665,,1973,18,2
1146,"2/8 Corkhill Street, North Fremantle",1,Townhouse,880000,,,2,1,1,2009,12,,,,,169,178,,13,0.70
11460,"64 Gibson Avennue, Padbury",3,House,489000,,,3,1,3,2009,12,,,,,701,,,17,1
11461,"2 Coles Place, Padbury",3,House,455000,449000,,3,1,2,2012,4,2009,12,,,752,132,,17,1
11463,"27B Fraser Way, Padbury",3,House,373000,,,3,1,1,2009,12,,,,,908,,,19,1
1147,"39F Harvest Road, North Fremantle",1,Townhouse,603000,,500,2,1,2,2009,11,,,2016,3,3827,102,,13,0.64
11478,"1 Kebble Close, Hillarys",2,House,750000,715000,640,4,2,2,2015,10,2009,11,2015,9,729,,1989,19,3
11481,"17A Seabird Place, Craigie",2,House,365000,345000,,3,1,1,2011,9,2009,11,,,476,74,1990,20,2
11484,"23A Alycon Place, Kallaroo",1,Duplex,483000,424000,,3,1,1,2013,11,2009,11,,,1131,92,1978,21,3
11489,"30 Northwood Way, Kallaroo",1,House,885000,,,6,3,2,2012,6,,,,,749,238,1990,20,3
1149,"1/8 Swan Street, North Fremantle",1,Townhouse,675000,,580,3,2,2,2009,10,,,2014,8,509,109,,13,0.97
11493,"15 Andrews Court, Padbury",3,House,570000,,,4,2,2,2011,4,,,,,818,156,1976,18,2
11496,"2 Mandalay Place, Craigie",2,House,415000,383000,310,3,1,2,2011,11,2009,9,2007,10,690,111,,20,2
1150,"64B Thompson Road, North Fremantle",1,House,651000,,600,3,1,,2009,10,,,2016,12,607,121,1930,13,0.18
11501,"3 Oliver Street, Hillarys",2,House,275000,175000,,3,1,2,2016,4,2009,10,,,709,121,1974,18,2
1151,"39i Harvest Road, North Fremantle",1,Townhouse,650000,595000,,2,1,2,2013,7,2009,9,,,3827,,1981,13,0.66
11510,"1 Conroy Place, Hillarys",2,House,695000,,600,4,2,2,2009,6,,,2007,5,839,,1986,18,3
11514,"1 Mustique Crescent, Hillarys",2,House,1200000,,,4,2,2,2009,7,,,,,541,352,2000,18,3
1152,"32 Tydeman Road, North Fremantle",1,House,445000,,,3,1,2,2009,5,,,,,110,110,,13,0.77
1153,"11a Swan Street, North Fremantle",1,House,770000,,650,2,2,2,2014,9,,,2012,8,295,95,,13,0.93
11535,"1 Parr Close, Padbury",3,House,480000,,,4,2,2,2009,5,,,,,738,,,19,1
11536,"41 Barclay Avenue, Padbury",3,House,550000,452000,,3,1,2,2015,3,2009,5,,,771,120,,18,1
1154,"11/10-12 Stirling Street, Fremantle",3,Townhouse,530000,440000,500,2,1,2,2014,2,2010,11,2016,5,3830,79,,14,0.90
11543,"8A Jason Place, Padbury",3,Duplex,340000,,390,3,1,1,2009,5,,,2016,2,901,,,19,1
11549,"8/33 St Marks Drive, Hillarys",2,Unit,537000,505000,,3,2,1,2013,4,2009,5,,,2089,99,1997,20,3
1155,"5/7 Leake Street, Fremantle",3,Unit,465000,,,2,1,1,2010,9,,,,,1037,75,1994,15,0.22
11554,"14 Phillip Court, Padbury",3,House,380000,,,3,1,1,2009,5,,,,,700,98,,18,1
11558,"66A Leichhardt Avenue, Padbury",3,Duplex,350500,,350,3,1,1,2009,4,,,2017,4,958,,,18,1
11559,"45 Buchanan Way, Padbury",3,House,430000,,,3,1,2,2009,4,,,,,798,,,18,2
1156,"3/11 McAtee Court, Fremantle",3,Unit,438000,290000,410,2,1,1,2010,8,2008,10,2016,7,2900,65,1985,15,1
11560,"8/85 Cook Avenue, Hillarys",2,Villa,557500,,,3,1,2,2009,4,,,,,6608,141,1998,20,3
11564,"7 Ellison Drive, Padbury",3,House,420000,,430,3,1,4,2009,3,,,2010,1,779,,,18,2
11565,"9A Lukin Road, Hillarys",2,House,545000,,430,3,1,1,2009,3,,,2009,6,901,125,1986,18,3
11568,"40A Forrest Road, Padbury",3,Duplex,329000,,,3,1,1,2009,3,,,,,985,,,19,2
1157,"49A Forrest Street, Fremantle",3,House,775000,,530,3,2,2,2010,8,,,2009,3,433,156,1997,13,2
11570,"1A Deyoung Road, Craigie",2,House,370000,,,3,1,1,2009,3,,,,,902,89,1985,19,1
11577,"10/11 Angove Drive, Hillarys",2,Villa,350000,,,2,1,1,2009,2,,,,,241,73,1993,19,3
11578,"4A Mayflower Crescent, Craigie",2,House,483000,385000,,4,2,2,2015,12,2009,2,,,947,135,1996,19,2
11580,"101 Cook Avenue, Hillarys",2,House,800000,700000,620,5,2,2,2015,3,2009,2,2016,7,620,245,1995,20,3
11586,"242 CAMBERWARRA DRIVE, Craigie",2,House,425000,355000,,3,1,1,2010,11,2009,1,,,874,98,1974,21,2
11589,"6 Centennial Gardens, Hillarys",2,Villa,600000,585000,,3,2,1,2010,5,2008,11,,,246,,,19,4
11590,"24 Currajong Crescent, Craigie",2,House,399000,,,4,1,2,2008,11,,,,,733,122,1974,21,2
116,"75 Rupert Street, Subiaco",2,House,600000,,,3,1,2,2012,4,,,,,222,213,2014,3,1
11603,"14 Braybrook Place, Craigie",2,House,380000,,320,3,1,1,2008,9,,,2016,9,828,,1979,20,1
11604,"25 Cordova Court, Craigie",2,House,126000,,,3,1,1,2013,7,,,,,659,105,1976,20,1
11606,"25 Nyara Crescent, Craigie",2,Townhouse,385000,247000,,4,2,2,2008,9,2004,5,,,530,129,,20,1
11608,"32 Clareville Crescent, Kallaroo",1,House,1650000,,,5,4,2,2008,7,,,,,1001,374,1991,21,4
1161,"5/155 Forrest Street, Fremantle",3,Villa,350000,,,3,1,1,2010,7,,,,,3096,,,13,3
11610,"15 Fantome Road, Craigie",2,House,390000,,,3,1,2,2008,7,,,,,721,137,,19,1
11618,"4 Mandarin Court, Craigie",2,House,459000,382500,330,4,1,1,2014,9,2008,4,2010,4,724,88,,21,0.69
1162,"35 Attfield Street, Fremantle",3,House,1080000,,500,3,1,4,2010,7,,,2007,5,713,,,15,1
11624,"52 Lymburner Drive, Hillarys",2,House,535000,,490,3,1,1,2007,10,,,2015,5,698,,1974,18,2
11626,"14 Henty Loop, Woodvale",3,House,625000,,,4,2,2,2010,10,,,,,730,171,,19,1
1163,"11/12 Boyd Crescent, Fremantle",3,House,633000,,,2,2,2,2010,6,,,,,2818,,,16,3
11633,"2/18 Catrine Court, Kingsley",3,House,575000,500000,,3,2,2,2015,3,2010,4,,,905,133,,17,1
11636,"169 Kingsley Drive, Kingsley",3,House,520000,,340,3,2,2,2010,4,,,2007,12,680,161,,16,0.58
1164,"35/31 EAST STREET, Fremantle",3,Apartment,425000,305000,420,2,1,1,2014,12,2010,5,2014,10,3421,,,14,1
11642,"11a Wilmore Close, Woodvale",3,House,595555,526500,,3,2,2,2013,8,2010,3,,,902,154,1991,18,1
11645,"35B Granton Way, Kingsley",3,Duplex,615000,490000,,3,2,2,2014,6,2010,2,,,984,145,1990,17,1
11647,"12 Olsen Court, Woodvale",3,House,822000,,,4,2,2,2010,1,,,,,749,239,1994,19,2
1165,"2/22 Swanbourne Street, Fremantle",3,House,765000,,,3,1,1,2010,5,,,,,1331,141,,14,1
11652,"23 Phillips-Fox Terrace, Woodvale",3,House,900000,,,4,2,2,2010,1,,,,,811,,,20,1
11659,"2/177 Goollelal Drive, Kingsley",3,House,355000,,,3,1,1,2009,11,,,,,5700,,,17,2
1166,"303A Canning Highway, Fremantle",3,House,580000,,,3,1,1,2010,5,,,,,481,,,12,2
11662,"14 Greenwich Court, Kingsley",3,House,570000,,,4,2,1,2009,10,,,,,701,,,17,1
11663,"216 Trappers Drive, Woodvale",3,House,675000,,630,4,2,2,2009,10,,,2013,3,640,,1992,20,1
11666,"22 Phillips-Fox Terrace, Woodvale",3,House,770000,,,4,2,2,2009,8,,,,,902,,,20,1
1167,"3/33 Pakenham Street, Fremantle",3,Unit,445000,,370,1,1,1,2010,5,,,2017,5,1119,,,15,0.43
11672,"120A Kingsley Drive, Kingsley",3,Duplex,505000,380000,350,3,1,1,2014,3,2009,7,2012,7,963,116,,17,1
11675,"28A Edmonton Place, Kingsley",3,House,430000,,,3,1,1,2009,6,,,,,939,108,,17,0.95
11677,"2 Erith Close, Kingsley",3,House,488000,,,4,2,2,2009,6,,,,,743,,,16,0.84
11678,"25 Sorrel Rise, Woodvale",3,House,560000,,,4,2,2,2009,6,,,,,1115,,,18,1
11679,"10 Bluejay Close, Woodvale",3,House,590000,,580,4,1,2,2009,5,,,2017,1,838,,,18,1
1168,"96 Solomon Street, Fremantle",3,House,840000,,600,2,1,1,2010,4,,,2016,6,287,110,1910,15,1
11684,"2 Ulex Place, Woodvale",3,House,520000,84000,,3,2,2,2009,3,1993,5,,,488,142,1994,18,1
11686,"12A KARAMARRA PLACE, Kingsley",3,Duplex,405000,,,3,1,1,2008,12,,,,,1076,125,,16,2
11689,"2 HILLINGDON CLOSE, Kingsley",3,House,581000,545000,,4,2,2,2012,8,2008,11,,,708,164,,17,0.76
1169,"97 Wray Avenue, Fremantle",3,House,687000,635000,650,2,1,2,2012,11,2010,4,2014,10,340,,,15,1
11692,"10 Newington Place, Kingsley",3,House,505000,,,4,2,2,2008,9,,,,,709,,,17,1
11694,"12 Becton Court, Kingsley",3,House,547000,490000,595,4,2,2,2013,2,2008,8,2013,3,683,,1978,18,0.52
11695,"2A Alperton Court, Kingsley",3,House,385000,,390,3,1,1,2008,7,,,2016,11,905,135,,17,0.57
11697,"6B Tannadice Close, Kingsley",3,House,475000,415000,,3,1,2,2012,7,2008,6,,,1024,102,,17,1
11699,"12 Chiswick Place, Kingsley",3,House,585000,,,4,2,2,2008,6,,,,,835,160,,17,1
117,"9/23 Hensman Road, Subiaco",2,Unit,402500,,350,1,1,1,2010,7,,,2016,12,1488,63,1965,3,0.60
11701,"78 Trailwood Drive, Woodvale",3,House,590000,,,4,2,2,2008,4,,,,,845,,1981,18,0.33
11706,"107 Windermere Circle, Joondalup",2,House,475000,,,4,2,2,2010,11,,,,,678,180,2000,27,1
11707,"26 Pimlico Place, Joondalup",2,House,940000,,,4,3,2,2010,7,,,,,346,317,2005,25,0.90
1171,"8&8A Baker Street, Fremantle",0,House,475000,,,2,1,,2010,4,,,,,475,,,,
11711,"B, 7 Wampum Place, Heathridge",3,House,360000,,,3,1,1,2010,8,,,,,1129,,,22,1
1172,"80 South Street, Fremantle",3,House,615000,595000,550,3,1,3,2015,10,2010,3,2014,6,220,90,,15,1
11720,"35/18 Kingsbury Road, Joondalup",2,Apartment,419000,410000,430,3,2,2,2011,10,2010,5,2017,1,3574,96,2002,25,0.76
11729,"7/91 Reid Promenade, Joondalup",2,Apartment,390000,,350,2,2,1,2015,6,,,2016,8,1239,77,2010,24,0.68
1173,"1 Hudson Mews, Fremantle",3,House,1690000,,,1,1,4,2010,4,,,,,351,230,,15,1
11733,"25 Millimumul Way, Mullaloo",2,House,699000,,,4,2,2,2010,2,,,,,917,180,1995,22,3
11737,"75 Fairway Circle, Connolly",1,House,765000,,550,4,2,4,2010,1,,,2009,12,663,,1990,25,2
1174,"36 Carnac Street, Fremantle",3,House,1100000,985000,850,3,2,2,2013,6,2010,3,2016,6,337,140,1928,15,1
11742,"6 Riviera Court, Connolly",1,House,790000,675000,,4,2,2,2014,5,2010,1,,,758,215,,23,1
11743,"59B Otisco Crescent, Joondalup",2,Duplex,440000,113000,,3,2,2,2010,1,1999,1,,,966,149,2000,26,0.99
11749,"7/174 Lakeside Drive, Joondalup",2,Townhouse,413000,,425,2,2,2,2009,12,,,2015,5,8297,,,24,0.69
1175,"8 Agnes Street, Beaconsfield",3,House,900000,117000,,2,1,,2010,10,1992,5,,,322,,1900,15,2
11752,"1/91 Reid Promenade, Joondalup",2,Apartment,399000,,390,2,2,1,2009,12,,,2016,1,113,77,2010,24,0.68
11754,"14 Corsair Court, Heathridge",3,House,365000,,320,3,1,2,2009,12,,,2009,9,719,,1987,23,1
11755,"1 Squire Avenue, Heathridge",3,House,365000,363000,,2,1,1,2011,11,2009,12,,,683,76,1979,23,2
11756,"14/91 Reid Promenade, Joondalup",2,Apartment,425000,,,2,2,1,2009,11,,,,,110,77,2009,24,0.68
1176,"18 Newmarket Street, Beaconsfield",3,House,610000,302500,,2,1,2,2010,9,2002,4,,,469,100,1949,16,3
11760,"2 Conidae Drive, Heathridge",3,House,419000,,,3,1,3,2009,10,,,,,697,131,1984,21,0.70
11761,"5/27 Hammersmith Court, Joondalup",2,Townhouse,550000,545000,480,4,2,2,2012,4,2009,11,2010,12,1032,,,25,0.93
11763,"14 Taupo Glade, Joondalup",2,House,495000,,,4,2,2,2009,11,,,,,756,,,26,1
11764,"49 King Edward Road, Heathridge",3,House,370000,,,4,1,1,2009,11,,,,,462,,,24,2
11765,"28/165 Grand Boulevard, Joondalup",2,Apartment,319000,295000,310,1,1,1,2011,3,2009,11,2011,7,3105,51,2005,24,0.38
1177,"1 Prowse Street, Beaconsfield",3,House,645000,,,4,2,1,2010,9,,,,,812,,1965,15,3
11770,"49B Koorana Road, Mullaloo",2,House,440000,,380,3,1,2,2009,10,,,2009,8,955,,,21,2
11772,"2 Koorana Road, Mullaloo",2,House,430000,,380,3,1,1,2009,10,,,2017,2,938,96,1983,22,3
11777,"17/91 Reid Promenade, Joondalup",2,Apartment,325000,,280,1,1,1,2009,10,,,2017,1,1239,53,2010,24,0.68
11784,"12 Westview Boulevard, Mullaloo",2,House,650000,,,4,2,2,2009,6,,,,,,,,22,3
1179,"77 South Street, Beaconsfield",3,House,692000,,580,4,1,1,2010,8,,,2009,4,484,158,1892,15,1
11790,"9B Spur Court, Ocean Reef",3,House,501000,,,3,2,2,2009,8,,,,,1266,218,,23,3
11791,"25 Bay Meadows Heights, Connolly",1,House,630000,,,4,2,2,2009,8,,,,,,,,25,2
11793,"3B Natica Place, Mullaloo",2,Duplex,405000,,,2,1,1,2012,1,,,,,993,104,1986,21,2
11794,"8 ADAMS CREST, Ocean Reef",3,House,975000,,,5,4,2,2009,8,,,,,800,,,24,3
11796,"10 Faversham Way, Heathridge",3,House,380000,,,3,1,1,2009,8,,,,,754,121,1986,21,0.40
118,"21 Lawler Street, Subiaco",2,House,2500000,,,4,2,2,2010,6,,,,,607,253,1920,3,0.52
1180,"114 York Street, Beaconsfield",3,House,420000,,,1,1,4,2015,8,,,,,791,,,15,3
11805,"9B Cowalla Gardens, Beldon",2,House,355000,,390,3,1,1,2009,7,,,2016,6,919,86,1986,21,0.82
11807,"19B Resolute Way, Ocean Reef",3,House,880000,,800,4,2,2,2009,7,,,2009,6,453,261,2006,25,3
11808,"12 Delta Court, Ocean Reef",3,House,650000,,,4,2,2,2009,7,,,,,737,179,,23,2
1181,"75a Shepherd Street, Beaconsfield",3,House,580000,335000,450,3,2,2,2010,7,2003,9,2016,11,931,116,1993,15,3
11814,"19 Kingston Heath Court, Connolly",1,House,665000,,,4,2,2,2009,6,,,,,1116,,,24,1
11818,"9B Wesbank Vista, Ocean Reef",3,House,530000,,450,4,2,2,2009,6,,,2009,6,644,,,25,3
11819,"2 Coipasa Place, Joondalup",2,House,470000,,,4,2,2,2009,6,,,,,558,,1991,26,0.99
11822,"3 Belmore Gardens, Ocean Reef",3,House,790000,,650,4,2,2,2009,6,,,2011,3,688,,,26,3
11825,"9 Monk Glade, Ocean Reef",3,House,720000,,,6,3,4,2009,6,,,,,1080,,,24,2
1183,"124a Attfield Street, South Fremantle",0,House,1275000,1100000,850,3,2,4,2015,3,2010,7,2009,4,286,,2005,16,1
11830,"5 St Cloud Gardens, Connolly",1,House,645000,605000,,4,2,2,2013,5,2009,5,,,743,,,24,2
11835,"15 Hillside Close, Edgewater",2,House,510000,,500,4,2,2,2009,5,,,2015,8,739,185,1979,21,1
11837,"11/91 Reid Promenade, Joondalup",2,Apartment,309000,,350,1,1,1,2009,5,,,2015,5,1239,53,2010,24,0.68
11840,"12/91 Reid Promenade, Joondalup",2,Apartment,300000,,320,1,1,1,2014,8,,,2016,9,1241,81,2010,24,0.68
11842,"39 Tellen Street, Mullaloo",2,House,575000,,1200,4,2,2,2009,5,,,2012,8,915,262,1983,21,3
11843,"6 Wodjil Court, Heathridge",3,House,578000,510000,,4,2,1,2013,9,2009,5,,,1019,192,1983,23,2
11845,"6/91 Reid Promenade, Joondalup",2,Apartment,299000,,,1,1,1,2009,5,,,,,83,53,2010,24,0.68
11849,"15 Olive Cove, Mullaloo",2,House,1220000,,,4,2,2,2009,4,,,,,965,247,1989,22,3
11850,"7B Wampum Place, Heathridge",3,House,340000,,,3,1,1,2009,4,,,,,81,,,22,1
11851,"28 David Street, Mullaloo",2,House,675000,,,4,2,2,2009,2,,,,,815,,,22,3
11852,"82 Long Island Pass, Connolly",1,House,510000,,,3,2,1,2009,4,,,,,217,217,,25,2
11853,"96 Fairway Circle, Connolly",1,House,532000,,,4,2,2,2009,4,,,,,833,,,24,2
11854,"1 Canadice Court, Joondalup",2,House,560000,512000,,5,2,2,2010,8,2009,4,,,700,,1994,26,1
11855,"5/91 Reid Promenade, Joondalup",2,Apartment,291500,,300,1,1,1,2009,4,,,2016,7,1239,53,,24,0.68
11857,"5 Naivasha Turn, Joondalup",2,House,555000,,,4,3,2,2009,4,,,,,854,206,1996,26,1
11858,"35/1 Shoveler Terrace, Joondalup",2,,385000,,,2,2,2,2009,4,,,,,4416,,,24,0.67
1186,"37B Stevens Street, White Gum Valley",1,House,890000,,,4,2,2,2010,5,,,,,350,220,2009,14,1
11860,"5/106 Boas Avenue, Joondalup",2,Unit,298000,,,1,1,1,2009,3,,,,,8297,82,2002,24,0.68
11861,"53 Long Island Pass, Connolly",1,Townhouse,499000,,,3,2,1,2009,3,,,,,245,136,1995,25,2
11862,"11 Jasper Way, Edgewater",2,House,530000,,,4,2,2,2009,3,,,,,737,149,1990,22,1
11863,"63 Mooring Crescent, Ocean Reef",3,House,790000,,,4,2,2,2009,3,,,,,978,276,,23,3
11864,"3 Balmain Way, Heathridge",3,House,375000,365000,,3,1,1,2009,3,2006,10,,,736,,1979,22,1
11868,"44/101 Grand Boulevard, Joondalup",2,Apartment,380000,,390,2,2,1,2009,2,,,2016,5,3680,91,2003,25,0.65
11869,"26 Millimumal Way, Mullaloo",2,House,700000,,,4,2,,2009,2,,,,,,,,22,3
1187,"4 Ferres Street, White Gum Valley",1,House,649000,,,4,1,5,2010,5,,,,,741,133,1969,14,2
11870,"3 Cowrie Way, Mullaloo",2,House,470000,,,3,1,1,2009,1,,,,,755,,,22,3
11871,"15 Snowbird Gardens, Joondalup",2,House,505000,,,4,2,2,2009,1,,,,,796,,1992,26,0.85
11872,"8 Mead Cove, Ocean Reef",3,House,740000,,,4,2,2,2012,8,,,,,1016,241,,24,2
11878,"6 Sanford Court, Heathridge",3,House,471000,,,4,2,2,2008,9,,,,,724,158,1990,24,2
1188,"1 South Street, South Fremantle",0,House,2210000,,,7,7,6,2010,5,,,,,304,545,2009,16,1
11880,"22/1 Shoveler Terrace, Joondalup",2,Apartment,392000,375000,360,2,2,2,2016,3,2008,12,2009,2,4416,86,2005,24,0.67
11881,"16 Jolstra Crescent, Joondalup",2,House,550000,,550,4,2,2,2008,12,,,2016,3,853,186,1995,26,0.96
11882,"22 Collins Parade, Mullaloo",2,House,745000,,,4,2,2,2008,11,,,,,803,217,1991,22,4
11884,"4 St Annes Retreat, Connolly",1,House,820000,730000,,5,3,2,2016,3,2011,8,,,1142,236,1987,24,1
11887,"48 Dardanus Way, Heathridge",3,House,153000,,,4,1,1,2011,10,,,,,771,113,1984,23,1
119,"7/110 Subiaco Road, Subiaco",2,Townhouse,490000,,400,2,1,1,2010,6,,,2016,10,1259,,,2,0.19
1190,"57 Hope Street, White Gum Valley",1,House,1060000,975000,,4,2,1,2010,5,2007,12,,,741,,1955,14,2
11902,"4B Wesley Rise, Joondalup",2,House,810000,750000,,6,3,2,2010,4,2008,9,,,235,300,2006,23,1
11905,"12/174 Lakeside Drive, Joondalup",2,Apartment,410000,,390,2,2,2,2014,2,,,2016,7,8297,85,2002,24,0.69
11907,"5/11 Shoveler Terrace, Joondalup",2,Unit,370000,,375,2,2,2,2016,3,,,2012,2,4513,86,2005,24,0.80
1191,"57A Shepherd Street, Beaconsfield",3,House,945000,,,5,3,2,2010,5,,,,,484,249,2008,15,3
11916,"19 Dardanus Way, Heathridge",3,House,418000,,,4,1,1,2011,10,,,,,707,142,1980,23,1
11919,"116 Oceanside Prom, Mullaloo",2,House,1305000,,,4,2,2,2013,4,,,,,792,,,23,4
11920,"6/8 Bethnal Green, Joondalup",2,Townhouse,443000,405000,470,3,2,2,2012,12,2008,7,2015,11,241,180,,25,1
11921,"49 Drummer Way, Heathridge",3,House,480000,380000,,4,2,1,2017,2,2008,7,,,700,153,1982,23,2
11922,"9 Estuary Way, Heathridge",3,House,250000,,285,3,1,1,2013,9,,,2007,9,691,109,1978,23,2
