id,address,nearbySchoolNum,houseType,soldPrice,lastSoldPrice,rentPrice,bedroom,bathroom,carspace,soldTimeYear,soldTimeMonth,lastSoldTimeYear,lastSoldTimeMonth,rentTimeYear,rentTimeMonth,landSize,buildingSize,buildYear,distanceToCBD,distanceToStation
10826,"32/1 Carr Street, West Perth",0,Apartment,410000,,475,3,1,1,2009,2,,,2009,8,8620,85,,1,0.92
10827,"9/17-19 Carr Street, West Perth",0,Apartment,530000,,,3,2,2,2009,2,,,,,6092,,,1,0.88
10828,"10/990 Wellington Street, West Perth",0,Apartment,626000,420000,,2,1,1,2011,9,2008,12,,,944,,,1,0.36
10829,"16/1142 Hay Streeet, West Perth",0,Apartment,375000,,,1,1,1,2008,11,,,,,622,,,1,0.50
1083,"76 Cleopatra Street, Palmyra",2,House,591000,475000,,3,1,2,2013,12,2010,11,,,405,97,1955,12,3
10830,"7/123C Colin Street, West Perth",0,Townhouse,440000,395000,350,1,1,1,2015,3,2012,2,2017,4,2550,70,,1,0.24
10831,"7A Lawrence Avenue, West Perth",0,Unit,620000,,520,2,2,1,2008,7,,,2016,5,466,88,,1,0.33
10832,"6/161 Charles Street, West Perth",0,Unit,350000,,320,2,1,1,2008,7,,,2016,10,2233,,,1,1
10833,"28/611 Murray Street, West Perth",0,Apartment,395000,,330,1,1,1,2008,7,,,2016,6,87,,,1,0.56
10834,"8/51 MOUNT STREET, West Perth",0,Apartment,1700000,,,3,2,2,2008,7,,,,,786,139,,1,0.79
10835,"107/227 VINCENT Street, West Perth",0,Apartment,300000,,,2,1,,2008,6,,,,,7674,,,1,0.78
10836,"35 Sydney Street, North Perth",2,House,515000,,,2,1,1,2009,5,,,,,528,252,,3,1
10837,"37/3 Russell Street, North Perth",2,Unit,227000,,,1,1,1,2009,5,,,,,3064,,,15,1
10838,"27/8 Kadina Street, North Perth",2,Apartment,525000,390000,280,3,1,2,2013,8,2009,3,2006,3,8314,81,,2,1
10839,"4 Waugh Street, North Perth",2,House,625000,,,4,1,1,2009,2,,,,,491,,1915,2,2
1084,"203A Forrest Street, Palmyra",2,House,685000,650000,,3,2,2,2015,4,2010,10,,,466,144,1993,12,3
10840,"49/18 Kadina Street, North Perth",2,Unit,280000,,,3,2,2,2009,1,,,,,8314,,,2,1
10841,"285 Walcott Street, North Perth",2,House,1100000,,,2,1,1,2008,5,,,,,1071,,,3,2
10842,"44 London Street, North Perth",2,House,640000,,400,3,1,1,2008,3,,,2017,2,540,,,3,2
10843,"47 Selkirk Street, North Perth",2,House,700000,,,3,1,2,2008,1,,,,,460,313,,3,2
10844,"81 Redfern Street, North Perth",2,Townhouse,1500000,740000,,2,2,2,2009,2,2008,1,,,,,,3,2
10845,"56 Wasley Street, North Perth",2,House,560000,,495,2,1,,2008,1,,,2011,8,230,,,2,2
10846,"6/44 York Street, North Perth",2,Apartment,313000,265000,,1,1,1,2012,2,2008,1,,,1013,,1969,2,2
10847,"18/2 Bennelong Place, Leederville",3,Unit,356000,290000,430,2,1,1,2014,4,2009,5,2016,6,60,,1976,3,1
10848,"2 Warwick Street, West Leederville",0,House,520000,,,1,1,,2009,5,,,,,725,425,,40,5
10849,"18 Byron Street, Leederville",3,House,845000,,,3,1,1,2009,1,,,,,609,,1922,2,1
1085,"3B Waddell Road, Palmyra",2,House,580000,,510,3,1,2,2010,10,,,2017,1,1079,95,1983,11,3
10850,"7 Aranda Place, Leederville",3,Townhouse,577000,480000,,2,1,3,2013,6,2008,11,,,154,100,,3,0.89
10851,"47/40 Cambridge Street, West Leederville",0,Apartment,230000,,280,1,1,1,2008,6,,,2017,3,4049,44,,2,0.16
10852,"1/200 Railway Parade, West Leederville",0,Unit,370000,352000,320,2,1,1,2013,9,2007,8,2016,11,1688,,,2,0.29
10853,"5/71 Cambridge Street, West Leederville",0,Townhouse,652500,590000,530,3,1,2,2014,6,2007,8,2016,3,1620,,,2,0.37
10854,"19 Namatjira Place, Leederville",3,House,470000,,260,2,1,1,2010,7,,,2008,9,146,,1981,3,0.94
10855,"2/132 Subiaco Road, Subiaco",2,Apartment,265000,,395,1,1,1,2009,5,,,2017,1,2386,46,,2,0.07
10856,"1/51 Troy Terrace, Daglish",0,Villa,556000,,,2,1,4,2009,8,,,,,,,,4,0.26
10857,"60 Evans Street, Shenton Park",2,House,1165000,,450,3,1,1,2010,6,,,2009,10,463,253,1935,4,0.37
10858,"94 Salisbury Street, Subiaco",2,House,1690000,,,3,2,2,2009,7,,,,,529,,,3,1
10859,"38 Nicholson Road, Subiaco",2,House,1085000,,,2,2,3,2009,7,,,,,476,,1924,3,1
1086,"1/9-11 Elvira Street, Palmyra",2,Villa,463000,416000,340,2,1,2,2014,7,2010,10,2017,4,2153,78,,12,2
10860,"13/84 Subiaco Road, Subiaco",2,Apartment,450000,,400,2,1,1,2009,7,,,2017,5,2129,55,1972,2,0.31
10861,"4/36 Bagot Road, Subiaco",2,Unit,317000,,320,1,1,1,2009,6,,,2015,9,1573,41,,2,0.82
10862,"29/76 Subiaco Road, Subiaco",2,Unit,257000,,330,1,1,1,2009,6,,,2011,1,2656,42,,2,0.35
10863,"10 Atkinson Road, Subiaco",2,House,1500000,1400000,,3,2,2,2013,6,2009,6,,,297,296,,3,0.50
10864,"21/12 Onslow Road, Shenton Park",2,Apartment,270000,220000,230,1,1,1,2017,2,2008,11,2017,4,4248,,1966,3,1
10865,"5A, 3 Cullen, Shenton Park",2,Apartment,374000,,,2,1,1,2008,11,,,,,1610,74,,3,1
10866,"2A Yilgarn Street, Shenton Park",2,House,630000,,,2,1,1,2008,10,,,,,251,81,,4,0.44
10867,"2A Yilgarn Street, Subiaco",2,House,630000,,,2,1,,2008,10,,,,,251,,,4,0.44
10868,"40/3 Brigid Road, Subiaco",2,Apartment,855000,,,3,2,2,2008,9,,,,,3437,129,,3,0.09
10869,"8 Mere View Way, Subiaco",2,House,1655000,,,4,2,2,2008,7,,,,,214,,,4,0.77
1087,"100 Hammad Street, Palmyra",2,House,775000,739000,,3,2,2,2015,4,2010,9,,,636,142,,11,4
10870,"4/11 Forrest, Subiaco",2,Unit,535000,,,2,1,1,2008,6,,,,,67,,,3,0.46
10871,"6/70 Subiaco Road, Subiaco",2,Townhouse,479000,,400,2,1,1,2008,3,,,2015,12,126,76,1981,2,0.40
10872,"30/184 Rokeby Road, Subiaco",2,,1900000,,,4,1,,2008,3,,,,,6230,,,3,0.59
10873,"33/222 Hay Street, Subiaco",2,Unit,405000,,350,1,1,1,2007,12,,,2017,4,4308,,,2,0.49
10874,"1/13 Troy Terrace, Daglish",0,Townhouse,750000,,,3,1,2,2008,5,,,,,125,,,4,0.41
10875,"15 Bedford Avenue, Subiaco",2,House,1200000,,350,3,1,1,2010,11,,,2011,10,490,,1900,2,0.82
10876,"73 Denis Street, Subiaco",2,House,1150000,,,3,2,2,2010,4,,,,,200,150,1980,3,0.57
10877,"29 Viewway, Nedlands",3,House,1450000,,,6,3,1,2009,7,,,,,880,,1960,5,2
10878,"1/141 Fairway, Nedlands",3,Townhouse,790000,,675,3,2,1,2009,6,,,2016,11,607,,,5,3
10879,"3/8 Mounts Bay Road, Crawley",0,House,2050000,,,3,3,2,2009,3,,,,,357,165,2006,3,3
1088,"217A Forrest Street, Palmyra",2,House,880000,585000,,3,2,1,2013,3,2010,9,,,650,148,1995,12,3
10880,"19/26 BROOME COURT/Broome Street, Nedlands",3,Villa,475000,,,2,1,,2009,2,,,,,3983,82,,6,1
10881,"4/135 Fairway, Nedlands",3,Apartment,450000,,650,2,1,1,2009,2,,,2013,8,607,,,5,3
10882,"12 Colin Street, Dalkeith",1,House,1620000,,,3,1,1,2010,2,,,,,1027,,1936,6,2
10883,"51 St Johns Wood Boulevard, Mount Claremont",3,House,2500000,,,4,3,,2010,2,,,,,700,359,2001,7,2
10884,"6 Garden Street, Swanbourne",2,House,2450000,,1425,4,2,2,2010,2,,,2010,10,546,256,2000,8,0.54
10885,"4B/25 Victoria Avenue, Claremont",3,Apartment,640000,580000,,2,1,1,2013,8,2010,1,,,2562,87,1972,8,0.86
10886,"6/11 Airlie Street, Claremont",3,Townhouse,878000,,595,3,2,2,2012,10,,,2015,11,126,126,,9,0.83
10887,"3 Kurren Court, Mount Claremont",3,House,1260000,,,3,3,2,2010,1,,,,,375,237,2000,7,2
10888,"40 Adderley Street, Mount Claremont",3,House,1400000,1255000,550,4,2,1,2013,6,2010,1,2011,4,1012,213,1967,7,1
10889,"60 Servetus Street, Swanbourne",2,House,1100000,,,4,2,4,2009,12,,,,,771,186,,9,0.85
1089,"38 Pembroke Street, Bicton",1,House,750000,,520,3,2,2,2010,9,,,2009,8,468,205,1952,10,3
10890,"82/34 Davies Road, Claremont",3,House,325000,,275,2,1,1,2009,12,,,2017,3,61,,,7,0.69
10891,"40 Mooro Drive, Mount Claremont",3,House,1050000,,,4,2,2,2009,10,,,,,834,,1986,7,1
10892,"38 St John's Wood Boulevard, Mount Claremont",3,Townhouse,800000,,,3,2,2,2009,10,,,,,5801,,,7,2
10893,"12/396 Stirling Highway, Claremont",3,Apartment,510000,285000,450,2,1,1,2009,10,2005,6,2015,1,4424,86,1970,9,0.46
10894,"2 Grove Hill, Mount Claremont",3,House,1660000,,,4,2,2,,,,,,,1173,,1994,7,2
10895,"16/83 Bay View Terrace, Claremont",3,Unit,460000,,,2,1,1,2009,9,,,,,2654,,,8,0.66
10896,"16 Bentley Close, Mount Claremont",3,House,1290000,,660,4,2,2,2009,9,,,2016,9,782,189,1995,7,0.86
10897,"30 Melvista Avenue, Claremont",3,,1125000,,,3,2,1,2009,9,,,,,506,121,1979,7,1
10898,"41 Goldsworthy Road, Claremont",3,House,1040000,,,4,1,2,2011,11,,,,,416,191,,7,0.74
10899,"7 Van Kleef Circuit, Mount Claremont",3,House,1950000,,,4,2,2,2009,9,,,,,513,336,2005,7,2
109,"14/40 Onslow Road, Shenton Park",2,Unit,470000,,380,1,1,1,2010,9,,,2017,2,2424,,,4,1
1090,"62a Carrington Street, Palmyra",2,House,505000,,,3,2,2,2010,9,,,,,560,113,1994,12,3
10900,"77 Alfred Road, Mount Claremont",3,House,885000,,,3,1,,2009,9,,,,,412,,,7,0.62
10901,"9 Agett Road, Claremont",3,House,1750000,,1150,3,2,2,2009,3,,,2014,2,309,156,,8,0.88
10902,"85 Davies, Claremont",3,House,1475000,,,4,2,1,2007,10,,,,,703,,,7,1
10903,"34/375 Stirling Highway, Claremont",3,Apartment,439000,127000,420,2,1,1,2007,9,2000,7,2011,6,4833,72,1971,8,0.54
10904,"3/20 Dean Street, Claremont",3,Apartment,495000,470000,,2,1,2,2013,7,2007,8,,,80,,,8,0.49
10905,"15/15 Eric Street, Cottesloe",1,Apartment,560000,500000,400,1,1,1,2013,1,2009,9,2012,12,1313,48,1986,10,1
10906,"41 Grant Street, Cottesloe",1,House,2075000,,,3,1,2,2009,8,,,,,893,343,,10,0.60
10907,"22 Brighton Road, Cottesloe",1,House,2480000,,,3,2,1,2009,8,,,,,854,,,10,0.72
10908,"4/4 Murray, Mosman Park",3,Apartment,332000,,,2,1,1,2009,6,,,,,2278,,,11,0.32
10909,"4 Kamman Lane, Mosman Park",3,House,790000,,750,3,2,2,2012,6,,,2016,9,194,154,,11,0.34
1091,"14 Weld Road, Palmyra",2,House,509000,,,3,1,,2012,1,,,,,85,84,1972,11,3
10910,"23 Kenny Street, Mosman Park",3,House,875000,755000,440,2,1,1,2011,4,2009,5,2010,10,429,,1955,11,0.77
10911,"34b St Leonards Street, Mosman Park",3,Townhouse,795000,,650,3,2,2,2009,5,,,2016,9,213,,2004,11,0.31
10912,"11/10 Wellington Street, Mosman Park",3,House,400000,,365,2,1,1,2009,3,,,2016,7,89,,,11,0.46
10913,"15/25 St Leonards Street, Mosman Park",3,Apartment,402000,365000,325,2,1,1,2014,3,2009,3,2010,12,72,,,11,0.26
10914,"2/15 Boundary Road, Mosman Park",3,Townhouse,770000,,695,3,2,2,2013,3,,,2014,5,194,128,1992,11,0.60
10915,"11 Faulkner Circle, Mosman Park",3,House,1775000,,1500,4,2,2,2013,8,,,2012,5,416,308,2005,11,1
10916,"22/17-23 Glyde, Mosman Park",3,Apartment,260000,,,1,1,1,2008,12,,,,,,48,,11,0.21
10917,"155/2 Murray, Mosman Park",3,Apartment,295000,,,2,1,1,2008,11,,,,,7404,65,,11,0.34
10918,"30 Lochee Street, Mosman Park",3,House,1260000,,,3,2,2,2008,11,,,,,665,188,,10,0.82
10919,"23 Jimbell, Mosman Park",3,House,1210000,,,3,1,3,2008,7,,,,,769,,,10,1
1092,"8/219 Marmion Street, Palmyra",2,House,450000,,,2,1,1,2010,8,,,,,2154,,,12,3
10920,"12/4 Dover Court, Mosman Park",3,Apartment,377000,290000,300,2,1,1,2014,5,2008,4,2017,4,7418,58,,11,0.32
10921,"6 Jameson Street, Mosman Park",3,House,1425000,980000,,4,2,2,2015,12,2008,4,,,533,254,1940,11,1
10922,"49 Victoria Street, Mosman Park",3,House,898000,,500,2,1,2,2008,1,,,2017,3,353,,1955,11,0.44
10923,"45/27 St Leonards Street, Mosman Park",3,Apartment,350000,,,2,1,1,2007,11,,,,,3035,65,1970,11,0.31
10924,"202 Daglish Street, Wembley",3,House,1050000,480000,,5,2,2,2010,6,2003,9,,,670,,1950,4,1
10925,"6/13 Jersey Street, Jolimont",1,Townhouse,615000,,,2,1,2,2010,6,,,,,1012,109,1996,4,0.44
10927,"27 Clanmel Road, Floreat",2,House,2470000,,,6,2,2,2010,4,,,,,1032,337,1954,7,4
10928,"4/75 Herdsman Parade, Wembley",3,Apartment,290500,,380,2,1,1,2010,4,,,2015,8,6901,64,,5,2
10929,"11 Kilkenny Road, Floreat",2,House,1700000,,950,4,3,4,2010,3,,,2007,4,809,292,1980,7,4
1093,"52 Solomon Street, Palmyra",2,House,652000,,,3,1,1,2010,8,,,,,433,,1945,12,3
10930,"1/449 Cambridge Street, Floreat",2,Apartment,355000,,365,1,1,1,2010,3,,,2010,2,1006,,,5,2
10931,"67/50 Moondine Drive, Wembley",3,Unit,335000,,,2,1,1,2010,2,,,,,9603,,1982,5,2
10932,"11 Glenties Road, Floreat",2,House,1375000,,650,3,1,1,2011,11,,,2010,3,850,,1955,7,5
10933,"28/11 Herdsman Parade, Wembley",3,Apartment,283000,,275,2,1,1,2010,2,,,2010,10,9877,51,,5,1
10934,"6/245 Cambridge Street, Wembley",3,Apartment,278000,,290,1,1,1,2010,2,,,2015,8,1846,38,,3,0.59
10935,"2 CORK Road, Floreat",2,House,1600000,,625,3,2,2,2010,2,,,2011,2,951,232,1958,7,4
10936,"4/50 Moondine Drive, Wembley",3,Unit,310000,,,2,1,1,2010,2,,,,,9603,70,,5,2
10937,"25 Jukes Way, Wembley",3,House,900000,110000,795,3,1,2,2010,1,1991,10,2016,9,268,217,2013,4,1
10938,"22 Roscommon Road, Floreat",2,House,1449000,,800,4,2,2,2009,12,,,2010,3,809,205,1954,7,4
10939,"46 Kirkdale Avenue, Floreat",2,House,1260000,,380,3,2,3,2009,10,,,2004,4,837,171,1953,6,4
1094,"34c/34d Third Street, Bicton",1,House,550000,,,6,2,2,2010,8,,,,,1194,,,10,3
10940,"86 Rosedale Street, Floreat",2,House,1170000,,,3,1,1,2009,12,,,,,835,123,1945,6,2
10941,"192A Salvado Road, Wembley",3,House,545000,,,1,1,2,2009,11,,,,,372,278,2011,5,1
10943,"73 Kirwan Street, Floreat",2,House,2100000,995000,380,5,3,2,2016,2,2009,10,2009,12,875,464,2011,6,2
10944,"3/625 Hay Street, Jolimont",1,Villa,410000,,,2,1,1,2009,10,,,,,2025,,,4,0.48
10945,"2/312 Cambridge Street, Wembley",3,Villa,540000,510000,,3,1,1,2014,6,2009,10,,,1447,89,,4,1
10946,"15a/49 Herdsman Parade, Wembley",3,Apartment,270000,,250,2,1,1,2009,10,,,2017,2,17789,50,,5,1
10947,"121 Essex, Wembley",3,House,1355000,,,4,2,2,2009,10,,,,,642,,,4,1
10948,"1/48 Moondine Drive, Wembley",3,Unit,475000,430000,400,3,1,1,2014,8,2009,10,2012,1,6293,79,1993,5,2
10949,"1 Telopea Lane, Wembley",3,House,380000,,320,2,1,,2009,9,,,2008,4,,,,5,2
1095,"2/291 Preston Point Road, Bicton",1,House,440000,,,2,1,2,2010,8,,,,,1013,,,10,3
10950,"10/370 Cambridge Street, Wembley",3,Unit,370000,,345,2,1,1,2009,9,,,2007,9,4062,91,,5,1
10951,"13/9 Jersey Street, Jolimont",1,Apartment,435000,389000,350,2,1,1,2014,12,2009,9,2010,1,1861,56,1964,4,0.41
10952,"1/19 Currie Street, Jolimont",1,Apartment,280000,,280,1,1,1,2009,9,,,2009,2,804,,,4,0.42
10953,"24 Turriff Road, Floreat",2,House,1950000,,,4,2,3,2015,6,,,,,826,373,1998,6,3
10954,"31 Kirwan Street, Floreat",2,House,865000,731000,,2,1,2,2012,4,2009,8,,,546,107,1951,5,1
10955,"60/50 MOONDINE DRIVE, Wembley",3,Unit,300000,,210,2,1,1,2009,8,,,2006,2,9603,650,,5,2
10956,"60B Pangbourne Street, Wembley",3,Duplex,647000,,,3,1,1,2009,7,,,,,974,,1976,4,1
10957,"16 Bath Street, Wembley",3,House,1320000,765000,,3,1,1,2014,5,2009,7,,,636,197,,4,1
10958,"11 Ferndale Street, Floreat",2,House,1770000,1415000,,6,2,3,2014,1,2009,6,,,888,255,1950,6,3
10959,"8 Peel Street, Jolimont",1,House,790000,,,3,2,1,2009,6,,,,,465,139,1976,4,0.69
1096,"38 Adrian Street, Palmyra",2,House,720000,,,3,1,2,2010,3,,,,,548,,,12,3
10960,"19 Linden Gardens, Floreat",2,House,1000000,,,3,1,2,2009,5,,,,,791,265,1951,6,2
10961,"46A Pangbourne Street, Wembley",3,House,950000,750000,,3,2,2,2015,3,2009,4,,,966,139,,4,1
10962,"20 Dunblane Road, Floreat",2,House,960000,,430,3,1,2,2009,3,,,2009,3,824,468,2011,6,3
10963,"15/370 Cambridge Street, Wembley",3,Apartment,1150000,390000,,2,1,1,2010,12,2008,9,,,4062,,,5,1
10964,"17/64 Moondine Drive, Wembley",3,Unit,450000,,440,3,1,1,2008,9,,,2011,9,6588,,,5,1
10966,"8 Reserve Street, Wembley",3,House,1270000,,,3,2,2,2008,7,,,,,596,,,5,1
10968,"142 Alderbury Street, Floreat",2,House,2700000,1395000,400,3,2,2,2016,3,2008,6,2008,1,831,328,2010,6,3
10969,"17 Shann Street, Floreat",2,House,1390000,,,3,2,3,2008,5,,,,,861,204,,6,2
1097,"1, 18 Bristol Avenue, Bicton",1,Unit,695000,,,4,2,1,2010,8,,,,,1124,,,11,3
10970,"28 Telopea Lane, Wembley",3,House,438000,,360,3,1,1,2008,5,,,2010,11,,,,5,2
10971,"5/3 Dodd Street, Wembley",3,Villa,435000,,,2,1,1,2008,4,,,,,192,96,,4,1
10972,"79 ALEXANDER STREET, Wembley",3,House,1245000,,,3,1,1,2008,2,,,,,721,,1948,5,2
10973,"177 Jersey Street, Wembley",3,House,770000,,,4,1,2,2008,1,,,,,430,154,,4,1
10974,"154 Jersey Street, Wembley",3,Duplex,700000,,,3,2,1,2007,12,,,,,466,112,,4,1
10975,"27 Athlone Road, Floreat",2,House,1385000,,1000,4,2,4,2009,9,,,2008,8,809,203,,7,4
10976,"34 Tarongo Way, City Beach",3,House,2100000,,1800,6,3,3,2009,10,,,2012,2,835,391,,10,4
10977,"12 Banool Crescent, City Beach",3,House,1725000,,,4,3,2,2009,10,,,,,1062,602,2012,8,5
10978,"41 Kalinda Drive, City Beach",3,House,2015000,1725000,,4,2,2,2011,1,2009,10,,,1100,250,1969,8,5
10979,"3 Falmouth Avenue, City Beach",3,House,1600000,,,4,1,2,2012,5,,,,,802,176,,9,4
1098,"2/194 Forrest Street, Palmyra",2,Villa,510000,489000,,2,1,1,2014,9,2010,8,,,2229,,,12,3
10980,"42 Yaltara Road, City Beach",3,House,2850000,,,5,5,4,2009,9,,,,,849,475,,10,4
10981,"1 Warri Road, City Beach",3,House,1750000,,1600,4,2,2,2009,7,,,2009,10,879,313,,10,4
10982,"12 Boscombe Avenue, City Beach",3,House,2700000,,,6,3,4,2009,6,,,,,883,427,,9,5
10983,"30 CATESBY Street, City Beach",3,House,1925000,,,3,1,4,2009,5,,,,,954,180,,9,6
10984,"6 HOVEA Crescent, City Beach",3,House,2800000,,,4,3,2,2009,5,,,,,1050,326,,9,6
10985,"28 Hovea Crescent, City Beach",3,House,1650000,,,4,1,1,2008,9,,,,,1199,158,,9,6
10986,"45 Dampier Avenue, City Beach",3,House,1975000,,,4,2,3,2008,9,,,,,873,388,,9,6
10987,"32 PERINA Way, City Beach",3,House,4900000,,,4,3,4,2008,8,,,,,860,220,,10,4
10988,"11 Kingsland Avenue, City Beach",3,House,1800000,,,5,2,2,2013,8,,,,,994,295,,9,6
10989,"14 Truro Place, City Beach",3,House,1495000,,,4,2,2,2008,3,,,,,860,230,,9,5
1099,"89A Tamar Street, Palmyra",2,House,670000,470000,,3,2,2,2010,8,2006,5,,,1048,140,1995,12,4
10990,"119A Scarborough Beach Road, Mount Hawthorn",0,Villa,485000,,,3,1,2,2010,6,,,,,446,,,3,1
10991,"69 Lynton Street, Mount Hawthorn",0,House,1075000,652000,,3,1,1,2013,11,2010,5,,,392,185,,4,0.79
10992,"27,311 Harborne Street, Glendalough",1,Townhouse,295000,,,2,1,1,2010,5,,,,,10462,77,,5,0.61
10993,"113 Coogee Street, Mount Hawthorn",0,House,871500,,,3,2,2,2010,5,,,,,468,170,1902,4,1
10994,"44 Egina Street, Mount Hawthorn",0,House,840000,800000,,3,1,1,2015,4,2010,5,,,491,,1946,4,1
10995,"6 Britannia Road, Mount Hawthorn",0,House,780000,220000,580,3,1,2,2010,5,1998,1,2017,3,375,186,1910,3,1
10996,"1/1 Dunedin Street, Mount Hawthorn",0,Unit,581000,,,2,2,2,2010,4,,,,,3276,82,2009,3,1
10997,"10/25 Heard Way, Glendalough",1,Unit,265000,,270,1,1,1,2015,2,,,2015,10,3007,51,1970,5,0.77
10998,"21/299 Harborne Street, Glendalough",1,Unit,225000,,220,1,1,1,2010,3,,,2016,12,10779,,,5,0.75
10999,"38 Lynton Street, Mount Hawthorn",0,House,798000,,420,3,1,1,2010,4,,,2010,7,690,120,1950,4,0.86
11,"24/418 Murray Street, Perth",2,Apartment,412000,,435,2,1,1,2010,9,,,2016,11,1850,70,,0.55,0.64
110,"2 Stevens Street, Daglish",0,House,820000,795000,,3,1,1,2015,7,2010,8,,,398,138,1973,5,0.71
1100,"8b Westbury Crescent, Bicton",1,House,600000,,,1,1,1,2010,8,,,,,380,159,2012,12,2
11000,"28 Tasman Street, Mount Hawthorn",0,House,805000,750000,,3,1,2,2013,4,2010,4,,,491,,1912,4,0.65
11001,"48b Fairfield Street, Mount Hawthorn",0,House,870000,,,3,2,2,2010,3,,,,,345,147,2005,3,2
11002,"75 Ellesmere Street, Mount Hawthorn",0,House,750000,680000,350,2,1,1,2013,8,2010,2,2016,9,430,84,,4,1
11003,"121 Coogee Street, Mount Hawthorn",0,House,887500,,,3,2,2,2010,2,,,,,312,172,,4,1
11005,"119 Edinboro Street, Mount Hawthorn",0,House,720000,,,3,2,2,2009,11,,,,,633,160,1945,4,1
11006,"142 Shakespeare Street, Mount Hawthorn",0,House,791000,760000,,2,1,1,2013,7,2010,1,,,453,113,1955,4,1
11007,"30 East Street, Mount Hawthorn",0,House,590000,,420,2,1,1,2009,12,,,2016,3,376,,1912,4,1
11008,"60 Dunedin Street, Mount Hawthorn",0,House,835000,,,4,1,2,2009,12,,,,,443,170,1922,4,2
11009,"84 Dunedin Street, Mount Hawthorn",0,House,723000,,,2,1,1,2009,11,,,,,453,155,1936,4,2
1101,"50A Hammad Street, Palmyra",2,House,672000,,,3,2,2,2010,8,,,,,618,138,1996,11,3
11010,"142 Flinders Street, Mount Hawthorn",0,House,1315000,711000,,2,1,1,2013,4,2009,11,,,488,226,,4,1
11011,"126 Shakespeare Street, Mount Hawthorn",0,House,1060000,940000,,3,2,2,2016,9,2009,11,,,453,154,1936,4,1
11012,"22/16 Leeder Street, Glendalough",1,Apartment,352000,,420,2,1,1,2009,11,,,2009,10,78,86,1971,5,0.46
11013,"133 Shakespeare Street, Mount Hawthorn",0,House,1275000,,,4,2,2,2009,10,,,,,604,259,1938,4,1
11014,"10C Pollard Street, Glendalough",1,Townhouse,543000,,,3,2,2,2009,10,,,,,854,165,2006,4,0.80
11015,"130 Flinders Street, Mount Hawthorn",0,House,910000,,650,3,2,2,2009,9,,,2009,1,489,142,1936,4,1
11016,"78 Shakespeare Street, Mount Hawthorn",0,House,585000,,,2,1,,2009,8,,,,,440,,1912,4,2
11017,"45 Edinboro Street, Mount Hawthorn",0,House,768000,,250,2,1,1,2009,8,,,2006,3,445,,1938,4,2
11018,"7c Coogee Street, Mount Hawthorn",0,House,825000,,650,3,2,2,2009,7,,,2008,5,277,200,1991,3,1
11019,"151 Shakespeare Street, Mount Hawthorn",0,House,950000,,,4,2,2,2009,6,,,,,556,,1946,4,1
1102,"1/29 Solomon Street, Palmyra",2,Villa,415000,,280,2,1,1,2010,8,,,2007,5,79,,,12,3
11020,"40/299 Harborne Street, Glendalough",1,Unit,325000,263000,320,2,1,1,2014,2,2009,5,2015,4,10799,65,,5,0.75
11021,"83 London Street, Mount Hawthorn",0,House,585000,,375,2,1,1,2009,3,,,2007,9,437,212,,3,2
11022,"6/274 Harborne Street, Glendalough",1,Townhouse,359500,,,1,1,1,2008,12,,,,,906,71,,4,0.87
11023,"71 Hobart Street, Mount Hawthorn",0,House,635000,,,3,1,1,2008,12,,,,,488,123,,3,1
11024,"31/16 Leeder Street, Glendalough",1,Apartment,520000,210000,440,2,1,1,2009,12,2008,10,2012,6,6265,74,1971,5,0.46
11025,"131 London Street, Mount Hawthorn",0,House,725000,,450,3,1,1,2008,6,,,2008,9,445,,,4,2
11026,"110B Albert Street, Osborne Park",1,House,558000,485000,400,3,1,2,2014,10,2010,1,2009,11,1013,99,,6,1
11027,"10/21 Main Street, Osborne Park",1,Unit,290000,,330,2,1,1,2009,11,,,2014,8,2028,,,5,0.53
11028,"174D Edward Street, Osborne Park",1,Townhouse,500000,,,3,2,2,2009,11,,,,,1012,130,,6,2
11029,"14/167 Edward Street, Osborne Park",1,Unit,242500,75500,,2,1,1,2017,2,2000,1,,,1718,63,1966,6,1
1103,"2A Adrian Street, Palmyra",2,House,740000,,,4,2,2,2010,7,,,,,508,150,1988,11,3
11030,"174A Edward Street, Osborne Park",1,Villa,470000,,,3,2,2,2009,10,,,,,1012,100,,6,2
11031,"26/263 Main Street, Osborne Park",1,Unit,235000,,310,2,1,1,2009,10,,,2015,4,4049,,,7,2
11032,"183A Edward Street, Osborne Park",1,Villa,505000,,440,3,2,2,2009,9,,,2016,5,1012,113,2009,6,2
11033,"43/144 HAMILTON STREET, Osborne Park",1,Villa,412000,,,3,1,1,2009,8,,,,,19285,111,,7,1
11034,"4/228 ALBERT STREET, Osborne Park",1,Villa,335000,317500,330,2,1,1,2015,12,2009,7,2015,12,72,72,1979,7,2
11035,"1/39 Cape Street, Osborne Park",1,House,435000,420000,,3,2,2,2016,7,2009,5,,,245,120,,6,1
11036,"7/15 Hamilton Street, Osborne Park",1,Villa,389000,283636,,2,1,1,2015,2,2009,5,,,4199,69,1976,6,1
11039,"a12/159 Hector Street, Osborne Park",1,Unit,175000,,,1,1,1,2008,11,,,,,,,,6,1
1104,"83 Elvira Street, Palmyra",2,House,442000,,,1,1,,2010,7,,,,,467,142,,11,3
11040,"178B Albert Street, Osborne Park",1,Duplex,510000,,,3,1,2,2008,7,,,,,507,,,6,2
